,NodesPerBlock,Computed_EdgeCount,Computed_NodeCount,Real_EdgeCount,Real_NodeCount,Matches,MatchCount,Selection Method,Configuration,StructureLearningMethod
365,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
366,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
367,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
368,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
369,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
370,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
371,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
372,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
373,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
374,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
375,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
376,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
377,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
378,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
379,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
380,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
381,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
382,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
383,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
384,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
385,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
386,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
387,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
388,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
389,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
390,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
391,25.0,49.0,75.0,31.0,27.0,"[('ENSG00000149311', 'P63027')]",1.0,OnPLs,Config(wb),HillClimb
392,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
393,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
394,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
395,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
396,25.0,49.0,75.0,31.0,27.0,"[('ENSG00000140575', 'Q13153')]",1.0,OnPLs,Config(wb),HillClimb
397,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
398,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
399,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
400,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
401,25.0,49.0,75.0,31.0,27.0,[],0.0,OnPLs,Config(wb),HillClimb
402,25.0,49.0,75.0,31.0,27.0,"[('ENSG00000149311', 'P63027')]",1.0,OnPLs,Config(wb),HillClimb
403,25.0,49.0,75.0,31.0,27.0,"[('ENSG00000140575', 'Q13153')]",1.0,OnPLs,Config(wb),HillClimb
404,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
405,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
406,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
407,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
408,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
409,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
410,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
411,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
412,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
413,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
414,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
415,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
416,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
417,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
418,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
419,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
420,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
421,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
422,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
423,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
424,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
425,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
426,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
427,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
428,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
429,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
430,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
431,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
432,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
433,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
434,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
435,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
436,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
437,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
438,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
439,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
440,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
441,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
442,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
443,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
444,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
445,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
446,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
447,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
448,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
449,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
450,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
451,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
452,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
453,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
454,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
455,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
456,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
457,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
458,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
459,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
460,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
461,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
462,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
463,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
464,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
465,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
466,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
467,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
468,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
469,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
470,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
471,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
472,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
473,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
474,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
475,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
476,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
477,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
478,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
479,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
480,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
481,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
482,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
483,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
484,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
485,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
486,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
487,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
488,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
489,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
490,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
491,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
492,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
493,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
494,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
495,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
496,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
497,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
498,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
499,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
500,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
501,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
502,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
503,15.0,10.0,17.0,0.0,0.0,[],0.0,OnPLs,No Config,PC
504,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
505,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
506,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
507,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
508,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
509,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
510,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
511,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
512,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
513,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
514,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
515,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
516,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
517,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
518,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
519,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
520,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
521,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
522,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
523,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
524,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
525,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
526,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
527,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
528,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
529,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
530,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2'), ('ENSG00000109320', 'ENSG00000166165')]",3.0,OnPLs,No Config,HillClimb
531,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
532,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
533,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
534,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
535,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
536,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
537,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
538,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
539,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
540,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
541,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
542,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
543,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
544,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
545,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
546,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
547,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
548,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
549,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
550,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
551,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
552,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
553,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
554,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
555,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
556,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
557,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
558,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
559,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
560,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
561,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
562,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
563,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
564,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
565,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
566,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
567,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
568,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
569,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
570,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
571,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
572,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
573,15.0,50.0,45.0,14.0,17.0,"[('P49418', 'Q9BY11'), ('P61981', 'Q9Y2J2')]",2.0,OnPLs,No Config,HillClimb
